target,origin,forecast_date,horizon,weight_source,n_past_origins,w_sarimax,w_tbats_prophet,w_var,w_bilstm
theta,2023-07-01,2023-11-01,4,same_horizon_past_rmse,7,0.3272737848842614,0.21400614885046837,0.33595390982641404,0.1227661564388561
theta,2023-07-01,2023-12-01,5,same_horizon_past_rmse,7,0.290681776504667,0.1974890460625811,0.35648505107350076,0.15534412635925118
theta,2023-07-01,2024-01-01,6,same_horizon_past_rmse,7,0.2673722043363334,0.1840178179267301,0.34295890774858856,0.20565106998834792
theta,2023-07-01,2024-02-01,7,same_horizon_past_rmse,7,0.2529453594037123,0.17377745416512488,0.3283864907433694,0.24489069568779342
theta,2023-07-01,2024-03-01,8,same_horizon_past_rmse,7,0.23891109018996615,0.16414271757517646,0.31491521471910683,0.2820309775157505
theta,2023-07-01,2024-04-01,9,same_horizon_past_rmse,7,0.21751712565385292,0.14953923864500754,0.3024637643632592,0.3304798713378803
theta,2023-07-01,2024-05-01,10,same_horizon_past_rmse,7,0.20922144103117882,0.14529516665711975,0.29259071261979575,0.3528926796919057
theta,2023-07-01,2024-06-01,11,same_horizon_past_rmse,7,0.1995196157054143,0.1393053203425603,0.2796692005985239,0.3815058633535016
theta,2023-07-01,2024-07-01,12,same_horizon_past_rmse,7,0.1908225176777014,0.13219267830374168,0.271617875024232,0.40536692899432497
theta,2023-08-01,2023-09-01,1,same_horizon_past_rmse,8,0.4413762567547262,0.1727464017080734,0.33546917141548593,0.05040817012171453
theta,2023-08-01,2023-10-01,2,same_horizon_past_rmse,8,0.39588295639377813,0.1920828835985787,0.33161354075031096,0.0804206192573323
theta,2023-08-01,2023-11-01,3,same_horizon_past_rmse,8,0.3584977305828979,0.2005325424328347,0.3393193933325221,0.10165033365174536
theta,2023-08-01,2023-12-01,4,same_horizon_past_rmse,8,0.32620175531055434,0.19696519529683393,0.3481618858380753,0.12867116355453642
theta,2023-08-01,2024-01-01,5,same_horizon_past_rmse,8,0.2906113463670446,0.18436410944104084,0.3517433259048122,0.17328121828710238
theta,2023-08-01,2024-02-01,6,same_horizon_past_rmse,8,0.26826054016308737,0.1736761366792892,0.34673944097263876,0.21132388218498468
theta,2023-08-01,2024-03-01,7,same_horizon_past_rmse,8,0.2529150860356521,0.16490319580615811,0.3291576803376494,0.25302403782054034
theta,2023-08-01,2024-04-01,8,same_horizon_past_rmse,8,0.2367590903167203,0.1565832590304623,0.3131380163484017,0.2935196343044157
theta,2023-08-01,2024-05-01,9,same_horizon_past_rmse,8,0.21693145924252782,0.14458563290644208,0.3031605414159539,0.3353223664350762
theta,2023-08-01,2024-06-01,10,same_horizon_past_rmse,8,0.2079771306163762,0.14006031518529968,0.2911359672206275,0.36082658697769665
theta,2023-08-01,2024-07-01,11,same_horizon_past_rmse,8,0.19748806451130677,0.13341334459355106,0.2755798665935703,0.3935187243015719
theta,2023-08-01,2024-08-01,12,same_horizon_past_rmse,8,0.18881878732628724,0.126825048436651,0.26568926850729874,0.418666895729763
theta,2023-09-01,2023-10-01,1,same_horizon_past_rmse,9,0.420005576085205,0.15770567297319324,0.36438278808643326,0.057905962855168455
theta,2023-09-01,2023-11-01,2,same_horizon_past_rmse,9,0.3849868101034654,0.17708784858472973,0.35266371459215284,0.08526162671965194
theta,2023-09-01,2023-12-01,3,same_horizon_past_rmse,9,0.35241270794256946,0.18414368582410837,0.3544600034123596,0.10898360282096259
theta,2023-09-01,2024-01-01,4,same_horizon_past_rmse,9,0.32112587912190266,0.18460069038368918,0.34721299302338376,0.14706043747102449
theta,2023-09-01,2024-02-01,5,same_horizon_past_rmse,9,0.2907579090003551,0.17351442797926897,0.35571615109203286,0.18001151192834308
theta,2023-09-01,2024-03-01,6,same_horizon_past_rmse,9,0.26789102626678546,0.16479618042648186,0.3471723939976396,0.22014039930909302
theta,2023-09-01,2024-04-01,7,same_horizon_past_rmse,9,0.250205091963711,0.15761967622576784,0.3269265460468075,0.26524868576371374
theta,2023-09-01,2024-05-01,8,same_horizon_past_rmse,9,0.2349887365276316,0.15082407031070066,0.31325925676973,0.3009279363919377
theta,2023-09-01,2024-06-01,9,same_horizon_past_rmse,9,0.21506788396286153,0.13934614049705377,0.3004505944181454,0.34513538112193926
theta,2023-09-01,2024-07-01,10,same_horizon_past_rmse,9,0.20572742865565743,0.13439570950051669,0.2865935309015177,0.37328333094230814
theta,2023-09-01,2024-08-01,11,same_horizon_past_rmse,9,0.19536071540137429,0.12824913747096608,0.27021655854582444,0.40617358858183533
theta,2023-09-01,2024-09-01,12,same_horizon_past_rmse,9,0.18693998180771662,0.1221980947243283,0.259145961462022,0.4317159620059331
theta,2023-10-01,2023-11-01,1,same_horizon_past_rmse,10,0.42849561339673,0.13859961133570828,0.373762752399905,0.05914202286765678
theta,2023-10-01,2023-12-01,2,same_horizon_past_rmse,10,0.39071167939357715,0.15716594159228625,0.36418091281318743,0.08794146620094923
theta,2023-10-01,2024-01-01,3,same_horizon_past_rmse,10,0.3546413060009309,0.16690050276635446,0.3575927676318273,0.12086542360088731
theta,2023-10-01,2024-02-01,4,same_horizon_past_rmse,10,0.32540602190156276,0.17099124394890294,0.35344468092091325,0.15015805322862102
theta,2023-10-01,2024-03-01,5,same_horizon_past_rmse,10,0.29353432681338193,0.1621244650366366,0.3599842401981088,0.18435696795187273
theta,2023-10-01,2024-04-01,6,same_horizon_past_rmse,10,0.26864468783246204,0.15506671289805102,0.3497786889918757,0.22650991027761122
theta,2023-10-01,2024-05-01,7,same_horizon_past_rmse,10,0.2512654648515382,0.15044165961869538,0.3302852589200981,0.26800761660966843
theta,2023-10-01,2024-06-01,8,same_horizon_past_rmse,10,0.23546776793216123,0.14399091692496313,0.31529703580172697,0.30524427934114867
theta,2023-10-01,2024-07-01,9,same_horizon_past_rmse,10,0.21502714401830014,0.13270807774195997,0.30002434146950185,0.35224043677023803
theta,2023-10-01,2024-08-01,10,same_horizon_past_rmse,10,0.2055782389377741,0.12828819852502032,0.2851364452122581,0.38099711732494757
theta,2023-10-01,2024-09-01,11,same_horizon_past_rmse,10,0.1949993720954298,0.12259080273611532,0.2685483483084717,0.41386147685998315
theta,2023-10-01,2024-10-01,12,same_horizon_past_rmse,10,0.18677094311422993,0.11712944601924286,0.2582064959274721,0.43789311493905525
theta,2023-11-01,2023-12-01,1,same_horizon_past_rmse,11,0.43557022289071456,0.1266907508019737,0.37781237970449527,0.05992664660281643
theta,2023-11-01,2024-01-01,2,same_horizon_past_rmse,11,0.39449253871533857,0.1521707081152982,0.3533616895396493,0.09997506362971377
theta,2023-11-01,2024-02-01,3,same_horizon_past_rmse,11,0.3591668954974971,0.1581020561056216,0.3607316863468462,0.12199936205003506
