target,origin,feature,importance
theta,2024-04-01,tbats_prophet_pred,0.02548380844147865
theta,2024-04-01,var_pred,0.038493775083866096
theta,2024-04-01,bilstm_pred,0.018809642007085067
theta,2024-04-01,pred_mean,0.03383070267698752
theta,2024-04-01,pred_std,0.015032792690923124
theta,2024-04-01,pred_range,0.026762437145751317
theta,2024-04-01,sarimax_minus_var,0.030323289732108082
theta,2024-04-01,tbats_minus_bilstm,0.025992784605812336
theta,2024-04-01,ensemble_minus_predmean,0.009247057496687146
theta,2024-04-01,w_sarimax,0.03770534506994081
theta,2024-04-01,w_tbats_prophet,0.04895814923075263
theta,2024-04-01,w_var,0.03121915313152754
theta,2024-04-01,w_bilstm,0.02229498274153422
theta,2024-04-01,weight_entropy_proxy,0.020758159361375657
theta,2024-04-01,past_resid_mean_all,0.06065940897653046
theta,2024-04-01,past_resid_std_all,0.05126185855209856
theta,2024-04-01,past_resid_mean_h,0.09558201955759445
theta,2024-04-01,past_resid_std_h,0.03151794731785291
theta,2024-04-01,past_resid_mean_fmonth,0.07173030343158504
theta,2024-05-01,horizon,0.07725479271686946
theta,2024-05-01,origin_month,0.018156070085640293
theta,2024-05-01,origin_quarter,0.005674197767169962
theta,2024-05-01,forecast_month,0.06933300538095837
theta,2024-05-01,forecast_quarter,0.023319043467233753
theta,2024-05-01,forecast_year,0.0036570020931329843
theta,2024-05-01,origin_index,0.04839502213286233
theta,2024-05-01,ensemble_pred,0.035354131325284754
theta,2024-05-01,sarimax_pred,0.02558840255190931
theta,2024-05-01,tbats_prophet_pred,0.025072519755397298
theta,2024-05-01,var_pred,0.040813774139454556
theta,2024-05-01,bilstm_pred,0.019183340486884106
theta,2024-05-01,pred_mean,0.03316527904201225
theta,2024-05-01,pred_std,0.017258247023599342
theta,2024-05-01,pred_range,0.026234794511940055
theta,2024-05-01,sarimax_minus_var,0.029367233023485245
theta,2024-05-01,tbats_minus_bilstm,0.026558857422247558
theta,2024-05-01,ensemble_minus_predmean,0.010368707916947812
theta,2024-05-01,w_sarimax,0.038198928250930644
theta,2024-05-01,w_tbats_prophet,0.047301849029445696
theta,2024-05-01,w_var,0.02857870479139311
theta,2024-05-01,w_bilstm,0.02202492597947257
theta,2024-05-01,weight_entropy_proxy,0.021728089897277886
theta,2024-05-01,past_resid_mean_all,0.061809906635535775
theta,2024-05-01,past_resid_std_all,0.04625974250070908
theta,2024-05-01,past_resid_mean_h,0.09866146678732927
theta,2024-05-01,past_resid_std_h,0.031010768729463366
theta,2024-05-01,past_resid_mean_fmonth,0.06967119655541314
theta,2024-06-01,horizon,0.08971065595096095
theta,2024-06-01,origin_month,0.019652729749666184
theta,2024-06-01,origin_quarter,0.007601768637266168
theta,2024-06-01,forecast_month,0.0641594492341955
theta,2024-06-01,forecast_quarter,0.02318221180263001
theta,2024-06-01,forecast_year,0.0033099264253060386
theta,2024-06-01,origin_index,0.045720636912179105
theta,2024-06-01,ensemble_pred,0.03170727741671999
theta,2024-06-01,sarimax_pred,0.02617925090498883
theta,2024-06-01,tbats_prophet_pred,0.023207806655218738
theta,2024-06-01,var_pred,0.04162106360513789
theta,2024-06-01,bilstm_pred,0.022201074562919323
theta,2024-06-01,pred_mean,0.03565688330765659
theta,2024-06-01,pred_std,0.015058029839102148
theta,2024-06-01,pred_range,0.02278006622176827
theta,2024-06-01,sarimax_minus_var,0.028699776864005933
theta,2024-06-01,tbats_minus_bilstm,0.023116075177915172
theta,2024-06-01,ensemble_minus_predmean,0.011225661922123008
theta,2024-06-01,w_sarimax,0.039481965899183596
theta,2024-06-01,w_tbats_prophet,0.04806116312337557
theta,2024-06-01,w_var,0.027938607261461575
theta,2024-06-01,w_bilstm,0.02398512682546899
theta,2024-06-01,weight_entropy_proxy,0.025036665695303432
theta,2024-06-01,past_resid_mean_all,0.05997136221369427
theta,2024-06-01,past_resid_std_all,0.04711468649141121
theta,2024-06-01,past_resid_mean_h,0.09238375627588395
theta,2024-06-01,past_resid_std_h,0.030456286921792364
theta,2024-06-01,past_resid_mean_fmonth,0.07078003410266516
theta,2024-07-01,horizon,0.0842821317494571
theta,2024-07-01,origin_month,0.0219374344622343
theta,2024-07-01,origin_quarter,0.0050623689220639385
theta,2024-07-01,forecast_month,0.06120508803742317
theta,2024-07-01,forecast_quarter,0.031604276610362185
theta,2024-07-01,forecast_year,0.002443498896453046
theta,2024-07-01,origin_index,0.046249356564508834
theta,2024-07-01,ensemble_pred,0.03319796247985977
theta,2024-07-01,sarimax_pred,0.02434768133059021
theta,2024-07-01,tbats_prophet_pred,0.022397309318080105
theta,2024-07-01,var_pred,0.038166190562364664
theta,2024-07-01,bilstm_pred,0.0217041622771106
theta,2024-07-01,pred_mean,0.03316402712256513
theta,2024-07-01,pred_std,0.015806129858216843
