origin,forecast_date,horizon,actual,sarimax_pred,tbats_prophet_pred,var_pred,bilstm_pred,w_sarimax,w_tbats_prophet,w_var,w_bilstm,ensemble_pred,residual,rf_residual_pred,final_hybrid_pred,rf_model_used
2024-03-01,2024-09-01,6,565870.0,578618.4496141463,887155.8284542136,603830.8277681228,472349.90955438017,0.3372816477607658,0.1211113984897686,0.3821192589665669,0.1594876947828986,608671.4538267405,-42801.4538267405,-60829.66126665108,547841.7925600894,rolling_rf
2024-03-01,2024-10-01,7,557710.0,581928.4804386925,882515.9564489864,606948.6464334538,465878.81467578304,0.3288586701916069,0.1239944843405529,0.3630794471668415,0.1840673983009986,606923.0175125386,-49213.01751253859,-65643.98259481884,541279.0349177198,rolling_rf
2024-03-01,2024-11-01,8,525185.0,556966.3572978347,882708.5965751067,567600.5587114247,458721.4425561706,0.3192241037090429,0.1254450547523807,0.3499567427703859,0.2053740987681905,581373.6600041725,-56188.660004172474,-51131.482684427436,530242.1773197451,rolling_rf
2024-03-01,2024-12-01,9,440185.0,514332.5740338077,872670.7536571623,559556.5496427942,452507.2276542754,0.3064640802326872,0.1205510943092188,0.3514655861333395,0.2215192393247544,559729.8011138854,-119544.80111388536,-90012.4950109138,469717.30610297155,rolling_rf
2024-03-01,2025-01-01,10,473755.0,531726.2225013437,874865.4039946751,579840.9063071229,448885.3611712128,0.3046820080810786,0.1205256824470103,0.3410535690688791,0.2337387404030319,570129.8725805106,-96374.87258051056,-68327.6800542946,501802.192526216,rolling_rf
2024-03-01,2025-02-01,11,473590.0,525901.9594629485,885920.2225033505,581840.0392602755,444214.6394469705,0.2974220727121451,0.1192562207372143,0.3280946042631324,0.2552271022875081,566340.5410825562,-92750.54108255624,-76835.07922234946,489505.4618602068,rolling_rf
2024-03-01,2025-03-01,12,513445.0,542094.2057704172,897651.3192731019,599555.3230901209,439618.1942010996,0.2937386033026213,0.1153473632913885,0.3215831181936361,0.269330915212354,573985.3486117335,-60540.34861173353,-79577.62567403923,494407.7229376943,rolling_rf
2024-04-01,2024-05-01,1,616605.0,623271.9012993482,859302.3701022476,615855.5574639876,534282.3905368409,0.4417343583774126,0.097310502468512,0.3827427425152956,0.0782123966387798,636441.5101250063,-19836.510125006316,-16633.99911327496,619807.5110117313,rolling_rf
2024-04-01,2024-06-01,2,585620.0,615723.0523076666,865352.1883561607,602986.954624796,525417.161294498,0.4294381130693763,0.1008062767569488,0.3818415360449854,0.0879140741286895,628084.9061835338,-42464.906183533836,-21932.487001130477,606152.4191824034,rolling_rf
2024-04-01,2024-07-01,3,563955.0,610695.7112440907,866294.2643936573,604039.0757694015,516811.55382251984,0.4043278091147843,0.1022281422180191,0.3967982529982267,0.0966457956689696,625110.2260642631,-61155.226064263145,-28959.288887929233,596150.9371763339,rolling_rf
